CÓDIGO;UNIDADE;TÍTULO;ÁREA DE CONHECIMENTO;VINCULAÇÃO;FINANCIADO;PASSA POR COMITÊ;PARTICIPAÇÃO;STATUS;DATA DE CADASTRO;PERÍODO DE VIGÊNCIA;
PI01329-2013;UAE - DE ENGENHARIA - CATALÃO;DESENVOLVIMENTO DE NOVOS REAGENTES PARA FLOTAÇÃO;Engenharias - Engenharia de Minas - Tratamento de Minérios - Métodos de Concentração e Enriquecimento de Minérios;Sem Vínculo (Projeto Isolado);sim;não;ANDRE CARLOS SILVA (DOCENTE - Coordenador), DÉBORA NASCIMENTO SOUSA (DISCENTE - Colaborador), DIEGO VALENTIM CRESCENTE CARA (EXTERNO - Colaborador), ELENICE MARIA SCHONS SILVA (DOCENTE - Vice-coodernador), GERALDO SADOYAMA LEAL (DOCENTE - Colaborador), NILSON JOSE FERNANDES (DOCENTE - Colaborador);EM ANDAMENTO;04/05/2017;01/03/2013 a 31/07/2021;
PI02147-2013;INSTITUTO DE PATOLOGIA TROPICAL E SAUDE PUBLICA;Avaliação e quantificação da expressão de um suposto gene responsável pela síntese de sideróforo em Mycobacterium massiliense, em condições in vitro e in vivo, na presença e na depleção do íon ferro;Ciências Biológicas - Microbiologia - Microbiologia Aplicada - Microbiologia Médica;Tipo de vínculo desconhecido;sim;sim;ANA PAULA JUNQUEIRA KIPNIS (DOCENTE - Vice-coodernador), ANDRE KIPNIS (DOCENTE - Coordenador), FÁBIO MUNIZ DE OLIVEIRA (EXTERNO - Colaborador);EM ANDAMENTO;08/01/2018;01/03/2013 a 01/03/2018;
PI0345-2013;INSTITUTO DE INFORMATICA;Redes Oportunistas Sem Fio Energeticamente Eficientes como Suporte a Inclusão Digital e Fácil Acesso a Informação no Sudeste Goiano;Ciências Exatas e da Terra - Ciência da Computação - Sistemas de Computação;Com Programa de Pós-graduação da UFG;sim;não;ANTONIO CARLOS DE OLIVEIRA JUNIOR (DOCENTE - Coordenador), AUGUSTO JOSE VENANCIO NETO (EXTERNO - Colaborador), DALTON MATSUO TAVARES (DOCENTE - Colaborador), EDUARDO COELHO CERQUEIRA (EXTERNO - Colaborador), ERICK VINICIUS OLIVEIRA CRUZ DAHER (DISCENTE - Colaborador), FILIPE BARROS DE OLIVEIRA (DISCENTE - Colaborador), KLEBER VIEIRA CARDOSO (DOCENTE - Colaborador), MARCOS AURELIO BATISTA (DOCENTE - Colaborador), MARCOS VINICIUS DE SOUZA OLIVEIRA (DISCENTE - Aluno em Atividade Curricular), MARIA DO ROSARIO CAMPOS RIBEIRO (DOCENTE - Colaborador), TEKENATE E. AMAH (EXTERNO - Colaborador), TERCIO ALBERTO DOS SANTOS FILHO (DOCENTE - Colaborador), VINICIUS DA CUNHA MARTINS BORGES (DOCENTE - Colaborador), WALDIR ARANHA MOREIRA JUNIOR (EXTERNO - Vice-coodernador);EM ANDAMENTO;03/04/2017;06/11/2013 a 31/12/2019;
PI02122-2013;INSTITUTO DE QUIMICA;DESENVOLVIMENTO E AVALIAÇÃO DE SISTEMAS CATALÍTICOS PARA PRODUÇÃO DE HIDROGÊNIO A PARTIR DE BIOMASSAS;Ciências Exatas e da Terra - Química - Físico-Química - Cinética Química e Catálise, Engenharias - Engenharia Química - Processos Industriais de Engenharia Química - Processos Orgânicos, Engenharias - Engenharia Química - Operações Industriais e Equipamentos para Engenharia Química - Reatores Químicos;Com Programa de Pós-graduação da UFG;sim;não;CHRISTIAN GONCALVES ALONSO (DOCENTE - Coordenador), ELIEL OLIVEIRA SANTOS (DISCENTE - Colaborador), IVO JUNIOR TREVISAN (DISCENTE - Colaborador), JARBAS ALMEIDA DE MELO (DISCENTE - Colaborador), LUCAS CLEMENTINO MOURÃO (DISCENTE - Colaborador), THIAGO SOARES SILVA RIBEIRO (DISCENTE - Colaborador);FINALIZADO E AGUARDANDO PUBLICAÇÃO;26/12/2017;13/12/2013 a 12/12/2018;
PV01115-2013;UAE - DE ENGENHARIA - CATALÃO;GESTÃO, TRATAMENTO E DISPOSIÇÃO FINAL DA FRAÇÃO ORGÂNICA DOS RESÍDUOS SÓLIDOS URBANOS DO MUNICÍPIO DE CATALÃO - GO;Engenharias - Engenharia Sanitária - Saneamento Ambiental - Controle da Poluição;Com Grupo de Pesquisa;sim;não;ED CARLO ROSA PAIVA (DOCENTE - Coordenador), JANICE RODRIGUES DA SILVA (DISCENTE - Colaborador), JOSE WALDO MARTINEZ ESPINOSA (DOCENTE - Colaborador), JUPYRACYARA JANDYRA DE CARVALHO BARROS (DOCENTE - Colaborador), LUANNA LOPES LOBATO (DOCENTE - Colaborador), MARCO PAULO GUIMARAES (DOCENTE - Colaborador);EM ANDAMENTO;19/04/2017;17/11/2013 a 31/12/2020;
PV01116-2013;UAE - DE ENGENHARIA - CATALÃO;COMPOSTAGEM DE CARCAÇAS DE ANIMAIS RECOLHIDOS NAS RUAS E ESTRADAS DO MUNICIPIO DE CATALÃO;Engenharias - Engenharia Sanitária - Saneamento Ambiental - Controle da Poluição;Com Grupo de Pesquisa;sim;não;AMANDA MAYARA CAMPOS SILVA ANDRADE (DISCENTE - Colaborador), ED CARLO ROSA PAIVA (DOCENTE - Coordenador), IZADORA RIBEIRO BORGES (DISCENTE - Colaborador), JUPYRACYARA JANDYRA DE CARVALHO BARROS (DOCENTE - Vice-coodernador), NATAN DA SILVA (DISCENTE - Colaborador), SAYONARA LANNA ALVES DE JESUS (DISCENTE - Colaborador);EM ANDAMENTO;21/04/2017;17/11/2013 a 17/12/2020;
PI01060-2013;FACULDADE DE FARMACIA;NANOCOSMÉTICOS INOVADORES A PARTIR DE BIOATIVOS DO CERRADO BRASILEIRO;Ciências da Saúde - Farmácia - Farmacotecnia;Com Programa de Pós-graduação da UFG;sim;não;ELIANA MARTINS LIMA (DOCENTE - Coordenador), MAIULLE TEIXEIRA PACHECO (DISCENTE - Colaborador), MARIZE CAMPOS VALADARES (DOCENTE - Colaborador), SORAIA FIORINI BARCELOS (DISCENTE - Colaborador);EM ANDAMENTO;24/04/2017;01/04/2013 a 31/12/2018;
PI0515-2013;ESCOLA DE AGRONOMIA;ANÁLISE DA RESISTÊNCIA A TOSPOVÍRUS MEDIADA PELO GENE SW-5 EM TOMATEIRO;Ciências Agrárias - Agronomia - Fitossanidade - Fitopatologia;Com Programa de Pós-graduação da UFG;sim;não;ERICO DE CAMPOS DIANESE (DOCENTE - Coordenador), MARCOS GOMES DA CUNHA (DOCENTE - Colaborador), RENATA MARIA DE OLIVEIRA (DISCENTE - Colaborador);EM ANDAMENTO;03/04/2017;01/02/2013 a 31/12/2020;
PI0374-2013;INSTITUTO DE PATOLOGIA TROPICAL E SAUDE PUBLICA;AVALIAÇÃO MORFOLÓGICA DA FIBROSE MIOCÁRDICA EM IDOSOS AUTOPSIADOS PORTADORES DE CARDIOPATIA CHAGÁSICA CRÔNICA;Ciências da Saúde - Medicina;Sem Vínculo (Projeto Isolado);sim;sim;BEATRIZ AQUINO SILVA (DISCENTE - Colaborador), FLAVIA APARECIDA DE OLIVEIRA (DOCENTE - Coordenador), GUSTAVO PAULO DE ALMEIDA (DISCENTE - Colaborador), JULIANA REIS MACHADO E SILVA (DOCENTE - Vice-coodernador), LILIANA BORGES DE MENEZES LEITE (DOCENTE - Colaborador);PENDENTE;17/03/2017;01/04/2013 a 31/12/2020;
PV025-2013;ESCOLA DE AGRONOMIA;DINÂMICA NUTRICIONAL EM SISTEMA DE INTEGRAÇÃO LAVOURA-PECUÁRIA-FLORESTA EM  GOIÁS.;Ciências Agrárias - Recursos Florestais e Engenharia Florestal - Silvicultura - Florestamento e Reflorestamento;Com Grupo de Pesquisa;sim;não;CAIO HENRIQUE JANUÁRIO CALASSA (DISCENTE - Colaborador), CARLOS ROBERTO SETTE JUNIOR (DOCENTE - Colaborador), ÉRICA RIBEIRO DE SOUZA CAMBUIM (DISCENTE - Colaborador), EULER DAMASCENO QUEIROZ (DISCENTE - Colaborador), FABIO VENTUROLI (DOCENTE - Colaborador), FLÁVIA FELICIANO DA COSTA SILVA (DISCENTE - Colaborador), FRANCINE NEVES CALIL (DOCENTE - Coordenador), GUILHERME MURILO DE OLIVEIRA (SERVIDOR - Colaborador), JACOMO DIVINO BORGES (DOCENTE - Colaborador), JORGE LUÍS SOUSA FERREIRA (DISCENTE - Colaborador), MACKSUEL FERNANDES DA SILVA (SERVIDOR - Colaborador), TATIANA VIEIRA RAMOS (DISCENTE - Colaborador);FINALIZADO E AGUARDANDO PUBLICAÇÃO;14/02/2017;14/03/2013 a 14/03/2018;
PI0743-2013;UNID. ACAD. ESP/CIENCIAS BIOLOGICAS-JA;Inventários e ecologia da biota em formações savânicas e florestais do oeste e sul goiano: novas áreas para conservação e manejo de ecossistemas;Ciências Biológicas - Ecologia - Ecologia de Ecossistemas;Com Programa de Pós-graduação da UFG;sim;não;ALESSANDRO RIBEIRO DE MORAIS (EXTERNO - Colaborador), ANALICE MARIA CALACA (DOCENTE - Colaborador), ANGÉLICA FERREIRA JÚNIOR (DISCENTE - Colaborador), BÁRBARA OLIVEIRA MEDEIROS (DISCENTE - Colaborador), CHRISTIANO PERES COELHO (DOCENTE - Colaborador), DAIELLE CARRIJO GOMES (EXTERNO - Colaborador), EDUARDO VIEIRA DOS SANTOS (EXTERNO - Colaborador), ERICA VIRGINIA ESTEFANE DE JESUS AMARAL (SERVIDOR - Colaborador), FABIANO RODRIGUES DE MELO (DOCENTE - Colaborador), FREDERICO AUGUSTO GUIMARAES GUILHERME (DOCENTE - Coordenador), GUSTAVO LUZ FERREIRA (DISCENTE - Colaborador), JAMES DEAN LEAL ROCHA (EXTERNO - Colaborador), KAILA DE ASSIS RESSEL PEREIRA (EXTERNO - Colaborador), LAURA REZENDE SOUZA (EXTERNO - Colaborador), LEVI CARINA TERRIBILE (DOCENTE - Colaborador), LUZIA FRANCISCA DE SOUZA (EXTERNO - Colaborador), MARLON ZORTEA (DOCENTE - Vice-coodernador), MATHEUS DE SOUZA LIMA RIBEIRO (DOCENTE - Colaborador), NATANAEL MOREIRA DO NASCIMENTO (DISCENTE - Colaborador), RAYANE MARIENE SOUZA DA SILVA (DISCENTE - Colaborador), SEIXAS REZENDE OLIVEIRA (EXTERNO - Colaborador), WENDY CARNIELLO FERREIRA (DOCENTE - Colaborador);EM ANDAMENTO;10/04/2017;05/09/2013 a 31/12/2020;
PI076-2013;CENTRO DE ENSINO E PESQUISA APLICADA A EDUCACAO;ESTUDO TEÓRICO DE PROPRIEDADES ESPECTROSCÓPICAS DE MOLÉCULAS ORGÂNICAS E LÍQUIDOS;Ciências Exatas e da Terra - Física - Física Atômica e Molecular - Estudos de Átomos e Moléculas Especiais;Com Programa de Pós-graduação da UFG;sim;não;BARBARA PROENCA RODRIGUES DE MORAES (DISCENTE - Colaborador), EUDES ETERNO FILETI (EXTERNO - Colaborador), GUILHERME COLHERINHAS DE OLIVEIRA (DOCENTE - Coordenador), KARINNA MENDANHA SOARES (DISCENTE - Colaborador), LEONARDO BRUNO ASSIS OLIVEIRA (DOCENTE - Vice-coodernador), RICHARD COSTA PRADO (DISCENTE - Colaborador), THACIANA VALENTINA MALASPINA FILETI (EXTERNO - Colaborador);EM ANDAMENTO;19/02/2017;25/04/2013 a 31/12/2023;
PI01165-2013;INSTITUTO DE CIENCIAS BIOLOGICAS;CARACTERIZAÇÃO DO ACOPLAMENTO SIMPÁTICO-RESPIRATÓRIO NO MODELO EXPERIMENTAL DE HIPERTENSÃO ANG II-SAL;Ciências Biológicas - Fisiologia;Com Programa de Pós-graduação da UFG;sim;sim;ANDRE HENRIQUE FREIRIA DE OLIVEIRA (DOCENTE - Colaborador), CARLOS HENRIQUE XAVIER CUSTODIO (DOCENTE - Colaborador), GUSTAVO RODRIGUES PEDRINO (DOCENTE - Coordenador), INGRID FRANÇA MATOS (DISCENTE - Colaborador), KARLA LIMA RODRIGUES (DISCENTE - Colaborador), RODRIGO MELLO GOMES (DOCENTE - Colaborador);EM ANDAMENTO;19/04/2017;30/10/2013 a 30/10/2019;
PI02099-2013;FACULDADE DE NUTRICAO;EFEITO DA SUPLEMENTAÇÃO DE CURCUMA LONGA L. SOBRE MARCADORES DE ESTRESSE OXIDATIVO E INFLAMAÇÂO APÓS O EXERCÍCIO DE ENDURANCE;Ciências da Saúde - Nutrição;Com Programa de Pós-graduação da UFG;sim;sim;ALINE CORADO GOMES (DISCENTE - Colaborador), FLÁVIA RASMUSSEN FARIA (DISCENTE - Colaborador), GUSTAVO DUARTE PIMENTEL (DOCENTE - Colaborador), JOAO FELIPE MOTA (DOCENTE - Coordenador), MARCELO SALDANHA AOKI (EXTERNO - Vice-coodernador);EM ANDAMENTO;21/12/2017;01/04/2013 a 31/12/2019;
PI075-2013;ESCOLA DE AGRONOMIA;CULTURA DO MOGNO AFRICANO CONSORCIADO COM PALMEIRA GUARIROBA, AÇAÍ E PUPUNHA, COM E SEM DÉFICIT HÍDRICO;Ciências Agrárias - Engenharia Agrícola - Engenharia de Água e Solo - Irrigação e Drenagem;Sem Vínculo (Projeto Isolado);sim;não;ADAO WAGNER PEGO EVANGELISTA (DOCENTE - Vice-coodernador), DERBLAI CASAROLI (DOCENTE - Colaborador), JOSE ALVES JUNIOR (DOCENTE - Coordenador), MARCIO MESQUITA (DOCENTE - Colaborador);EM ANDAMENTO;19/02/2017;01/02/2013 a 01/02/2020;
PI0912-2013;UNID.ACAD.ESP/HIST. E CIENCIAS SOCIAIS;TERMO DE COOPERAÇÃO LAUDOS ANTROPOLÓGICOS DOS QUILOMBOS DE GOIÁS;Ciências Humanas - Antropologia - Antropologia das Populações Afro-Brasileiras, Ciências Humanas - Ciência Política - Estado e Governo - Estudos do Poder Local;Com Programa de Pós-graduação da UFG;sim;não;DAIANE CRISTINA DE FARIA (SERVIDOR - Colaborador), FABIANE HACK (DISCENTE - Colaborador), FÁBIO COSTA (DISCENTE - Colaborador), JOSE LUIS SOLAZZI (DOCENTE - Coordenador), LARISSA ALVARENGA DA SILVA (DISCENTE - Colaborador), LUIZ CARLOS DO CARMO (DOCENTE - Colaborador), PAULO RICARDO DA CRUZ MEDEIROS (DISCENTE - Colaborador), ROGERIO BIANCHI DE ARAUJO (DOCENTE - Vice-coodernador);PENDENTE;15/04/2017;16/09/2013 a 15/12/2017;
PI03369-2013;UNID.ACAD.ESP/HIST. E CIENCIAS SOCIAIS;TERMO DE COOPERAÇÃO INCRA-UFG "LAUDOS ANTROPOLÓGICOS DOS QUILOMBOS DE GOIÁS";Ciências Humanas - Antropologia - Antropologia das Populações Afro-Brasileiras;Tipo de vínculo desconhecido;sim;não;JOSE LUIS SOLAZZI (DOCENTE - Coordenador);EM ANDAMENTO;26/03/2019;13/09/2013 a 31/12/2025;
PI0840-2013;INSTITUTO DE CIENCIAS BIOLOGICAS;CLONAGEM E EXPRESSÃO DE GENES ENVOLVIDOS NA INTERAÇÃO ORYZA SATIVA/Magnaporthe oryzae/AGENTE BIOLÓGICO;Ciências Agrárias - Agronomia - Fitossanidade - Fitopatologia;Com Programa de Pós-graduação da UFG;sim;não;ALEXANDRE SIQUEIRA GUEDES COELHO (DOCENTE - Colaborador), ALINE MARIA DE OLIVEIRA SOUSA (DISCENTE - Colaborador), AMANDA SILVA BORGES (DISCENTE - Colaborador), BRYNA TAMILLA ALVES FALCAO GAMA (DISCENTE - Colaborador), CAIO GABRIEL RODRIGUES SILVA OLIVEIRA (DISCENTE - Colaborador), CIRANO JOSE ULHOA (DOCENTE - Colaborador), DALVA GRACIANO RIBEIRO (DOCENTE - Colaborador), FABRICIA PAULA DE FARIA (DOCENTE - Colaborador), ISAQUE DIAS DOS SANTOS (DISCENTE - Colaborador), JANAINA DIAS DA COSTA (DISCENTE - Colaborador), JOAO PEDRO ALMEIDA PINTO (DISCENTE - Colaborador), KELLEN CRISTHINA INÁCIO SOUSA (DISCENTE - Colaborador), LEILA GARCES DE ARAUJO (DOCENTE - Coordenador), LETICIA DE ALMEIDA GONCALVES (DOCENTE - Colaborador), LUCILIA KATO (DOCENTE - Colaborador), LUIZA VIEIRA DA CRUZ (DISCENTE - Colaborador), MARIA IVANIR DE SOUSA CARDOSO SILVA (DISCENTE - Colaborador), MATHEUS PEREIRA LIMA COSTA (DISCENTE - Colaborador), PAULO ROBERTO FARIA (SERVIDOR - Colaborador), RENATO CARRER FILHO (EXTERNO - Colaborador), ROSALIA SANTOS AMORIM JESUINO (DOCENTE - Colaborador), VANESSA GISELE PASQUALOTTO SEVERINO (DOCENTE - Colaborador);EM ANDAMENTO;13/04/2017;10/01/2013 a 31/03/2023;
PI0776-2013;INSTITUTO DE PATOLOGIA TROPICAL E SAUDE PUBLICA;AVALIAÇÃO DA RESPOSTA COMPORTAMENTAL DE AMBLYOMMA CAJENNENSE (ACARI: IXODIDAE) PARA ODORES QUE ATRAEM INSETOS HEMATÓFAGOS E COMPOSTOS ISOLADOS DE MACHOS DESTA ESPÉCIE.;Ciências Biológicas - Parasitologia - Entomologia e Malacologia de Parasitos e Vetores, Ciências Agrárias - Medicina Veterinária - Medicina Veterinária Preventiva - Doenças Parasitárias de Animais;Com Programa de Pós-graduação da UFG;sim;não;LIGIA MIRANDA FERREIRA BORGES (DOCENTE - Coordenador);FINALIZADO;11/04/2017;01/03/2013 a 31/12/2017;
PI01458-2013;FACULDADE DE LETRAS;Tradução e Literatura;Lingüística, Letras e Artes - Letras - Literatura Comparada;Sem Vínculo (Projeto Isolado);sim;não;ALEXANDRA ALMEIDA DE OLIVEIRA (DOCENTE - Colaborador), JANYNE BORGES DO ESPIRITO SANTO LINO (DISCENTE - Colaborador), LILIAN VIRGINIA PORTO (DOCENTE - Coordenador), LOUISE H. FORSYTH (UNIVERSITY OF SASKATCHEWAN- CANADÁ) (EXTERNO - Colaborador), LUIZ MAURICIO RIOS (DOCENTE - Colaborador), NATHALIA FONSECA DA SILVA (DISCENTE - Colaborador), OFIR BERGEMANN DE AGUIAR (DOCENTE - Colaborador), PRISCILA RENATA GIMENEZ (DOCENTE - Vice-coodernador), RODRIGO EDVARD ARAÚJO SILVA (DISCENTE - Colaborador), SIMONE MARTINS NOGUEIRA (DISCENTE - Colaborador), VITÓRIA RÉGIA ALMEIDA SÁ (DISCENTE - Colaborador), WELLER CESAR DIAS (DISCENTE - Colaborador);FINALIZADO;14/04/2017;01/03/2013 a 01/03/2019;
PI02443-2013;INSTITUTO DE QUIMICA;PEPTÍDEOS ANTITUMORAIS E ANTIBACTERIANOS: RESSONÂNCIA MAGNÉTICA NUCLEAR PARA O ESTUDO DA RELAÇÃO ESTRUTURA-FUNÇÃO;Ciências Exatas e da Terra - Química - Química Orgânica - Química dos Produtos Naturais;Com Programa de Pós-graduação da UFG;sim;não;CARLOS DANIEL PEREIRA FREITAS (DISCENTE - Colaborador), ELIANE SANTANA FERNANDES ALVES (EXTERNO - Colaborador), GERLON DE ALMEIDA RIBEIRO OLIVEIRA (SERVIDOR - Colaborador), HIGOR DE MORAES MUNDIM (DISCENTE - Colaborador), LETÍCIA VALVASSORI RODRIGUES (EXTERNO - Colaborador), LUCIANO MORAIS LIAO (DOCENTE - Coordenador);EM ANDAMENTO;18/04/2018;15/12/2013 a 14/12/2020;
PV0326-2013;FACULDADE DE EDUCACAO;Organização e Gestão dos Sistemas Municipais de Educação em Goiás;Ciências Humanas - Educação - Administração Educacional - Administração de Sistemas Educacionais;Com Grupo de Pesquisa;sim;sim;LUIS GUSTAVO ALEXANDRE DA SILVA (DOCENTE - Coordenador), SUELY FERREIRA (DOCENTE - Colaborador);FINALIZADO;12/12/2017;01/01/2013 a 31/12/2017;
PV01412-2013;FACULDADE DE EDUCACAO;Organização e Gestão dos Sistemas Municipais de Educação em Goiás ;Ciências Humanas - Educação - Administração Educacional - Administração de Sistemas Educacionais;Com Grupo de Pesquisa;sim;sim;LUIS GUSTAVO ALEXANDRE DA SILVA (DOCENTE - Coordenador), SUELY FERREIRA (DOCENTE - Colaborador);EXCLUÍDO;15/03/2017;01/02/2013 a 31/12/2017;
PI01961-2013;FACULDADE DE MEDICINA;ASSOCIAÇÃO ENTRE HIPOXEMIA NOTURNA E DEPRESSÃO EM  PACIENTES PORTADORES DE DOENÇA PULMONAR OBSTRUTIVA CRÔNICA:  UM ESTUDO DE CASO-CONTROLE.;Ciências da Saúde - Medicina - Clínica Médica - Pneumologia;Com Programa de Pós-graduação da UFG;sim;sim;JOSE LAERTE RODRIGUES DA SILVA JUNIOR (EXTERNO - Colaborador), MARCELO FOUAD RABAHI (DOCENTE - Coordenador), MARCUS BARRETO CONDE (EXTERNO - Colaborador);FINALIZADO;04/12/2017;04/03/2013 a 28/02/2018;
PI01486-2013;INSTITUTO DE PATOLOGIA TROPICAL E SAUDE PUBLICA;INVESTIGAÇÃO DO PERFIL SOROLÓGICO, EPIDEMIOLÓGICO E MOLECULAR DA  INFECÇÃO PELO VÍRUS DA HEPATITE B EM PACIENTES COM DIABETES  MELLITUS TIPO 2 EM GOIÂNIA-GOIÁS;Ciências Biológicas - Microbiologia - Microbiologia Aplicada - Microbiologia Médica;Com Programa de Pós-graduação da UFG;sim;sim;ÁGABO MACEDO DA COSTA E SILVA (SERVIDOR - Colaborador), ALINE GARCIA KOZLOWSKI (SERVIDOR - Colaborador), BRUNNA RODRIGUES DE OLIVEIRA (DISCENTE - Colaborador), DANIELA PULTRINI PEREIRA DE OLIVEIRA (DOCENTE - Colaborador), MARCELLE FIGUEIRA MARQUES DA SILVA (DOCENTE - Colaborador), MARCIA ALVES DIAS DE MATOS (DOCENTE - Coordenador), MARCOS ANDRE DE MATOS (DOCENTE - Colaborador), MEGMAR APARECIDA DOS SANTOS CARNEIRO (DOCENTE - Vice-coodernador), MICHELE TIEMI OKITA (DISCENTE - Colaborador), NORRAMA ARAÚJO SANTOS (DISCENTE - Colaborador), REGINA MARIA BRINGEL MARTINS (DOCENTE - Colaborador), RODRIGO SEBBA AIRES (DOCENTE - Colaborador), SHEILA ARAUJO TELES (DOCENTE - Colaborador);EM ANDAMENTO;13/12/2017;22/01/2013 a 31/12/2019;
PI0881-2013;FACULDADE DE ENFERMAGEM;Estudo da infecção pelo Vírus da Imunodeficiência Humana (HIV), hepatites B e C e sífilis em população em situação de rua de Goiânia-Goiás: prevalência e fatores de risco;Ciências da Saúde - Enfermagem - Enfermagem de Saúde Pública, Ciências da Saúde - Saúde Coletiva - Saúde Pública, Ciências Humanas - Sociologia - Sociologia da Saúde;Com Programa de Pós-graduação da UFG;sim;sim;ÁGABO MACEDO DA COSTA E SILVA (SERVIDOR - Colaborador), ALINE GARCIA KOZLOWSKI (SERVIDOR - Colaborador), ANA LUIZA NETO JUNQUEIRA (DOCENTE - Colaborador), BRUNA YANA DE CARVALHO LIN (DISCENTE - Colaborador), CAMILA CANHETE FERREIRA (DISCENTE - Colaborador), CARLOS MAGNO NEVES (DISCENTE - Colaborador), CLACI FATIMA WEIRICH ROSSO (DOCENTE - Colaborador), CLARISSA IRINEU DE SOUSA CARRIJO (DOCENTE - Colaborador), DAYANE CRISTINA DOS SANTOS ALVES (DISCENTE - Colaborador), HAYSA NADINNE DE FARIA MARQUES (DISCENTE - Colaborador), ISABELA LUISA DE ALMEIDA ROCHA (DISCENTE - Colaborador), JESSYCA PEREIRA E SOUZA (DISCENTE - Colaborador), JOAO BATISTA DE SOUZA (DOCENTE - Colaborador), JOYCE GABRIELLA MENEZES SILVA (DISCENTE - Colaborador), JOYCE VÂNIA RODRIGUES LOPES (DISCENTE - Colaborador), KARLLA ANTONIETA AMORIM CAETANO (DOCENTE - Colaborador), LUCIANA APARECIDA MARTINS SANTANA (EXTERNO - Colaborador), LUCÍOLA SILVA SANDIM (DISCENTE - Colaborador), MARCIA ALVES DIAS DE MATOS (DOCENTE - Colaborador), MARCIA MARIA DE SOUZA (DOCENTE - Colaborador), MARCOS ANDRE DE MATOS (DOCENTE - Coordenador), MARIA ALVES BARBOSA (DOCENTE - Colaborador), MARIA DO CARMO MATIAS FREIRE (DOCENTE - Colaborador), MEGMAR APARECIDA DOS SANTOS CARNEIRO (DOCENTE - Colaborador), NARA RUBIA DE FREITAS (DOCENTE - Colaborador), PAULIE MARCELLY RIBEIRO DOS SANTOS CARVALHO (DISCENTE - Colaborador), RAFAEL ALVES GUIMARAES (DISCENTE - Colaborador), RAQUEL SILVA PINHEIRO (DISCENTE - Colaborador), REGINA MARIA BRINGEL MARTINS (DOCENTE - Colaborador), RUTH ELWOOD MARTIN (EXTERNO - Colaborador), SAMUEL ANTONELI MANSO DE ARAUJO (DISCENTE - Colaborador), SARA OLIVEIRA SOUZA (DISCENTE - Colaborador), SHEILA ARAUJO TELES (DOCENTE - Vice-coodernador), VALERIA PAGOTTO (DOCENTE - Colaborador), WILIAN SANTANA DE SOUZA (DISCENTE - Colaborador);EM ANDAMENTO;13/04/2017;26/12/2013 a 26/11/2020;
PI0368-2013;UNID. ACAD. ESP/CIENCIAS DA SAUDE-JATA;IDENTIFICAÇÃO DE ARBOVÍRUS NO ESTADO DE GOIÁS E PRODUÇÃO DE INSUMOS PARA DIAGNÓSTICO;Ciências Biológicas - Microbiologia - Microbiologia Aplicada - Microbiologia Médica;Com Programa de Pós-graduação da UFG;sim;sim;ANTIENALSON SANTANA DOS SANTOS (DISCENTE - Colaborador), MARCOS LAZARO MORELI (DOCENTE - Coordenador), MARIELENA VOGEL SAIVISH (DISCENTE - Colaborador), VALERIA CHRISTINA DE REZENDE FERES (DOCENTE - Colaborador), VIVALDO GOMES DA COSTA (DOCENTE - Vice-coodernador);EM ANDAMENTO;29/03/2017;20/06/2013 a 01/12/2019;
PI01893-2013;UNID. ACAD. ESP/CIENCIAS DA SAUDE-JATA;TENDÊNCIAS TEÓRICO-FILOSÓFICAS DAS DISSERTAÇÕES E TESES DESENVOLVIDAS NOS PROGRAMAS DE PÓS-GRADUAÇÃO EM EDUCAÇÃO E EDUCAÇÃO FÍSICA DO CENTRO-OESTE BRASILEIRO. ;Ciências da Saúde - Educação Física, Ciências Humanas - Educação;Com Programa de Pós-graduação da UFG;sim;não;IVO LUCIANO DA ASSUNCAO RODRIGUES (EXTERNO - Colaborador), KIARA KARIZY GUIMARAES DE MELO (DISCENTE - Colaborador), LARYSSA PAIVA FARIA (DISCENTE - Colaborador), MICHELE SILVA SACARDO (DOCENTE - Coordenador), REGIS HENRIQUE DOS REIS SILVA (DOCENTE - Vice-coodernador);EXCLUÍDO;15/12/2017;19/04/2013 a 28/02/2018;
PI0514-2013;PRO REITORIA DE GRADUACAO;JUVENTUDE EM GOIÁS: VIVENCIAS EM RODAS DE CONVERSA COM JOVENS EM ESCOLAS PUBLICAS DE CIDADES MAIS VIOLENTAS NO ESTADO: Possibilidades de intervenção.   ;Ciências Humanas - Educação - Tópicos Específicos de Educação;Sem Vínculo (Projeto Isolado);sim;sim;AGDA LOVATO TEIXEIRA (EXTERNO - Colaborador), AURISBERG LEITE MATUTINO (EXTERNO - Colaborador), CARMEM LUCIA TEIXEIRA (EXTERNO - Colaborador), FLAVIO MUNHOZ SOFIATI (DOCENTE - Colaborador), MIRIAM FABIA ALVES (DOCENTE - Coordenador), ORLEY OLAVO FILEMON (EXTERNO - Colaborador), ORLEY OLAVO FILEMON (EXTERNO - Colaborador), SANDRA MARIA DE OLIVEIRA (EXTERNO - Colaborador);FINALIZADO E AGUARDANDO PUBLICAÇÃO;28/03/2017;18/12/2013 a 31/07/2018;
