CÓDIGO;UNIDADE;TÍTULO;ÁREA DE CONHECIMENTO;VINCULAÇÃO;FINANCIADO;PASSA POR COMITÊ;PARTICIPAÇÃO;STATUS;DATA DE CADASTRO;PERÍODO DE VIGÊNCIA;
PI02973-2014;FACULDADE DE ENFERMAGEM;A saúde de populações indígenas: construindo em referencial das práticas de cuidado na atenção básica de saúde na perspectiva da integralidade;Ciências da Saúde - Enfermagem - Enfermagem de Saúde Pública;Com Programa de Pós-graduação da UFG;não;sim;CARLOS CRISTIANO OLIVEIRA DE FARIA ALMEIDA (DISCENTE - Colaborador), JEFFERSON DIAS DE LIMA (DISCENTE - Colaborador), MARCELO MEDEIROS (DOCENTE - Coordenador);EM ANDAMENTO (Documentos Conferidos);08/11/2018;01/03/2014 a 31/12/2020;
PI0114-2014;FACULDADE DE ARTES VISUAIS;A arte urbana como estrutura profunda para o imaginário ;Lingüística, Letras e Artes - Artes - Artes Plásticas - Gravura;Com Programa de Pós-graduação da UFG;não;sim;LÚCIA APARECIDA TOMÉ (DISCENTE - Colaborador), MARCIA METRAN DE MELLO (DOCENTE - Coordenador), RODRIGO VIEIRA MARTINS (DISCENTE - Colaborador), SARAH ADORNO BLANCO VENCIO (DISCENTE - Colaborador), TALITA VIANNA DE ASSIS (DISCENTE - Colaborador);EM ANDAMENTO (Documentos Conferidos);21/02/2017;16/12/2014 a 31/12/2020;
PI01559-2014;INSTITUTO DE PATOLOGIA TROPICAL E SAUDE PUBLICA;OS ACADÊMICOS DE MEDICINA FRENTE AO DESAFIO DE OPTAR PELA MEDICINA DE FAMÍLIA  E COMUNIDADE EM UMA REGIÃO TROPICAL NO CENTRO DA AMÉRICA DO SUL;Ciências da Saúde - Saúde Coletiva - Saúde Pública;Com Programa de Pós-graduação da UFG;não;sim;AFONSO HENRIQUE TEIXEIRA MAGALHAES (DISCENTE - Colaborador), ANDRÉ DE CASTRO ROCHA (DISCENTE - Colaborador), ANDREZA MOREIRA SANTOS (EXTERNO - Colaborador), BARBARA EMILY DE MELLO HELIODORO (DISCENTE - Colaborador), BRUNA BAIONI SANDRE (DISCENTE - Colaborador), DÉBORA DUARTE DE CARVALHO (EXTERNO - Colaborador), ESTHER DE OLIVEIRA SANTOS (EXTERNO - Colaborador), ISABELLA CAMILO DAHER (DISCENTE - Colaborador), JÉSSICA MABONI (DISCENTE - Colaborador), JULIANA TELES DE CARVALHO (EXTERNO - Colaborador), KELLY CRISTINA MIRANDA ESTRÊLA (DISCENTE - Colaborador), MARCO TULIO ANTONIO GARCIAZAPATA (DOCENTE - Coordenador), MARIANA BERQUÓ PELEJA (DISCENTE - Colaborador), MARIANA MIRANDA DA SILVA (DISCENTE - Colaborador), REJANE MIRANDA HEITZ (EXTERNO - Colaborador), STÉPHANIE ZAGO GERALDINO (DISCENTE - Colaborador);FINALIZADO E AGUARDANDO PUBLICAÇÃO;06/06/2017;20/01/2014 a 31/12/2017;
PI02278-2014;FACULDADE DE LETRAS;OS ESTUDOS DA FALA EM INTERAÇÃO E DOS ELEMENTOS CULTURAIS EM CONTEXTOS DE ENSINO E APRENDIZAGEM DE LÍNGUA ESPANHOLA ;Lingüística, Letras e Artes - Lingüística - Lingüística Aplicada;Sem Vínculo (Projeto Isolado);não;sim;MARGARIDA ROSA ALVARES (DOCENTE - Coordenador), MARIA CRISTINA FARIA DALACORTE FERREIRA (DOCENTE - Colaborador), NATHÁLIA GOMES DE CAMPOS PINHEIRO (DISCENTE - Colaborador);PRORROGAÇÃO PENDENTE;13/03/2018;02/06/2014 a 26/08/2019;
PV0382-2014;ESCOLA DE MUSICA E ARTES CENICAS;EDUCAÇÃO ESTÉTICA e ARTE NA ESCOLA: FRUIÇÃO E APRECIAÇÃO ESTÉTICA NO AMBIENTE EDUCACIONAL ;Lingüística, Letras e Artes - Artes - Teatro - Interpretação Teatral, Lingüística, Letras e Artes - Artes - Educação Artística;Com Grupo de Pesquisa;não;não;ALEXANDRE DONIZETE FERREIRA (DOCENTE - Colaborador), EWERTONN HENRIKY TEIXEIRA FELIX (DISCENTE - Colaborador), LAIZIA RODRIGUES DE JESUS (DISCENTE - Colaborador), MARIA ANGELA DE AMBROSIS PINHEIRO MACHADO (DOCENTE - Coordenador), VALERIA MARIA CHAVES DE FIGUEIREDO (DOCENTE - Colaborador);EM ANDAMENTO;18/03/2017;03/02/2014 a 30/09/2020;
PI0754-2014;ESCOLA DE VETERINARIA E ZOOTECNIA;Efeitos da contaminação por Enterobactérias na Qualidade e Características Reológicas em Diferentes Períodos de Armazenamento para Ovos de Emas (Rhea americana)  ;Ciências Biológicas - Bioquímica - Biologia Molecular, Ciências Agrárias - Medicina Veterinária - Medicina Veterinária Preventiva - Doenças Infecciosas de Animais, Ciências Agrárias - Ciência e Tecnologia de Alimentos - Engenharia de Alimentos - Armazenamento de Alimentos;Com Programa de Pós-graduação da UFG;não;não;ALEXANDRE MELO BAILAO (DOCENTE - Vice-coodernador), ANGELO LUIZ FAZANI CAVALLIERI (EXTERNO - Vice-coodernador), CELIA MARIA DE ALMEIDA SOARES (DOCENTE - Vice-coodernador), MARCOS BARCELLOS CAFE (DOCENTE - Vice-coodernador), MARIA AUXILIADORA ANDRADE (DOCENTE - Coordenador), RENATO CLINI CERVI (DISCENTE - Vice-coodernador);FINALIZADO E AGUARDANDO PUBLICAÇÃO;11/04/2017;10/03/2014 a 30/03/2018;
PI01824-2014;FACULDADE DE HISTORIA;EDUCAÇÃO HISTÓRICA E RELIGIÃO: PERSPECTIVAS BRASILEIRAS E PORTUGUESAS;Ciências Humanas - História - Teoria e Filosofia da História;Com Programa de Pós-graduação da UFG;não;não;MARIA DA CONCEICAO SILVA (DOCENTE - Coordenador);EM ANDAMENTO (Documentos Conferidos);18/10/2017;30/01/2014 a 30/08/2019;
PV01900-2014;FACULDADE DE ODONTOLOGIA;Comportamentos de risco à saúde geral e bucal em adolescentes: análise a partir da Pesquisa Nacional de Saúde do Escolar (PeNSE 2012);Ciências da Saúde - Odontologia - Odontologia Social e Preventiva;Com Grupo de Pesquisa;não;sim;AUBREY SHEIHAM (EXTERNO - Colaborador), DEBORAH CARVALHO MALTA (EXTERNO - Colaborador), LÍDIA MORAES RIBEIRO JORDÃO (DOCENTE - Colaborador), MARIA DO CARMO MATIAS FREIRE (DOCENTE - Coordenador);EM ANDAMENTO (Documentos Conferidos);18/11/2017;01/12/2014 a 31/12/2018;
PI02151-2014;FACULDADE DE NUTRICAO;EFEITOS DO EXERCÍCIO FÍSICO E INTERVENÇÃO NUTRICIONAL SOBRE A CAPACIDADE FUNCIONAL, O ESTADO NUTRICIONAL, O PERFIL LIPÍDICO E A QUALIDADE DE VIDA DE PACIENTES EM HEMODIÁLISE;Ciências da Saúde - Nutrição - Dietética;Com Programa de Pós-graduação da UFG;não;sim;ANA TEREZA VAZ DE SOUZA FREITAS (DOCENTE - Colaborador), JOAO FELIPE MOTA (DOCENTE - Colaborador), MARIA DO ROSARIO GONDIM PEIXOTO (DOCENTE - Coordenador);EM ANDAMENTO;13/04/2018;01/08/2014 a 30/09/2019;
PI0687-2014;UNID. ACAD. ESP/QUIMICA - CATALAO;ESTUDO MECÂNICO QUÂNTICO PERIÓDICO E ANÁLISE EXPERIMENTAL  PARA INTERPRETAR AS PROPRIEDADES DOS MATERIAIS  ;Ciências Exatas e da Terra - Química - Química Inorgânica - Não-Metais e Seus Compostos;Sem Vínculo (Projeto Isolado);não;não;AMILTON BRITO DA SILVA JUNIOR (DISCENTE - Colaborador), CECILIO DIVANO COSTA (DISCENTE - Colaborador), MARIA FERNANDA DO CARMO GURGEL (DOCENTE - Coordenador), MARIA RITA DE CASSIA SANTOS (DOCENTE - Colaborador), MARIO GODINHO JUNIOR (DOCENTE - Colaborador);EM ANDAMENTO (Documentos Conferidos);08/04/2017;21/11/2014 a 31/12/2019;
PI01366-2014;FACULDADE DE HISTORIA;FAMÍLIAS ATLÂNTICAS, FORTUNAS MESTIÇAS: FAMÍLIAS, MESTIÇAGENS E FORTUNAS EM GOIÁS SÉCULOS XVIII-XIX.    ;Ciências Humanas - História;Sem Vínculo (Projeto Isolado);não;não;MARIA LEMKE (DOCENTE - Coordenador);EM ANDAMENTO;20/04/2017;25/02/2014 a 31/12/2020;
PI0562-2014;ESCOLA DE VETERINARIA E ZOOTECNIA;ASSOCIAÇÃO ENTRE COLORAÇÃO DO PELAME E RESPOSTA AO ESTRESSE TÉRMICO EM VACAS DA RAÇA GIROLANDO CRIADAS À PASTO, EM REGIÃO DE CLIMA TROPICAL  GOIÂNIA  ;Ciências Agrárias - Medicina Veterinária - Reprodução Animal - Fisiopatologia da Reprodução Animal;Com Programa de Pós-graduação da UFG;não;sim;BÁRBARA VINHAL LÔBO (DISCENTE - Colaborador), CAROLINA SILVA RAMOS (DISCENTE - Colaborador), ITALO GARCIA BORGES DE ALMEIDA (DISCENTE - Colaborador), MARIA LUCIA GAMBARINI (DOCENTE - Coordenador), REGIANI NASCIMENTO GAGNO PORTO (DOCENTE - Colaborador);FINALIZADO E AGUARDANDO PUBLICAÇÃO;31/03/2017;03/03/2014 a 31/08/2018;
PI01917-2014;UNID. ACAD. ESP/BIOTECNOLOGIA - CATALA;ESTABELECIMENTO DE UM BANCO DE GERMOPLASMA IN VITRO DE PLANTAS DO BIOMA CERRADO ;Ciências Biológicas - Biologia Geral;Sem Vínculo (Projeto Isolado);não;não;GABRIEL BARBOSA MACHADO (DISCENTE - Colaborador), LUCIA DE PAULA (DOCENTE - Colaborador), MARIA RITA DE CASSIA CAMPOS (DOCENTE - Coordenador), VANIA DE AVELAR LUCAS (SERVIDOR - Colaborador);EM ANDAMENTO (Documentos Conferidos);20/12/2017;01/08/2014 a 30/12/2022;
PI01206-2014;FACULDADE DE CIENCIAS SOCIAIS;Recursos Naturais e a Integração sul-americana: dos discursos à  materialidade de um novo triângulo estratégico na América do Sul;Ciências Humanas - Ciência Política - Política Internacional - Integração Internacional, Conflito, Guerra e Paz;Sem Vínculo (Projeto Isolado);não;não;MATHEUS HOFFMANN PFRIMER (DOCENTE - Coordenador), WILTON DIAS BARBOSA (DISCENTE - Colaborador);FINALIZADO E AGUARDANDO PUBLICAÇÃO;22/04/2017;01/09/2014 a 01/09/2016;
PI03226-2014;FACULDADE DE MEDICINA;AVALIAÇÃO DO PERFIL DE CRIANÇAS TRAQUEOSTOMIZADAS ATENDIDAS EM DOIS HOSPITAIS UNIVERSITÁRIOS TERCIÁRIOS;Ciências Biológicas - Microbiologia - Microbiologia Aplicada - Microbiologia Médica;Tipo de vínculo desconhecido;não;sim;CAROLINE ESPÍNDOLA DE BARROS (DISCENTE - Colaborador), JULIANA AFONSO DE ALMEIDA (DISCENTE - Colaborador), MELISSA AMELOTI GOMES AVELINO FERRI (DOCENTE - Coordenador);EM ANDAMENTO (Documentos Conferidos);13/03/2019;01/05/2014 a 29/12/2020;
PI0984-2014;ESCOLA DE VETERINARIA E ZOOTECNIA;INFLUÊNCIA DA DIETA DE FARELO DE MESOCARPO DE BABAÇU, MILHETO E GLICEROL NA QUALIDADE DA CARNE BOVINA.;Ciências Agrárias - Zootecnia - Nutrição e Alimentação Animal - Avaliação de Alimentos para Animais, Ciências Agrárias - Medicina Veterinária - Inspeção de Produtos de Origem Animal, Ciências Agrárias - Ciência e Tecnologia de Alimentos - Ciência de Alimentos - Avaliação e Controle de Qualidade de Alimentos;Com Programa de Pós-graduação da UFG;não;sim;ANA ALICY E SILVA VIANA (DISCENTE - Colaborador), ANTONIA LAILA DOS SANTOS MUNIZ (DISCENTE - Colaborador), CINTIA SILVA MINAFRA E REZENDE (DOCENTE - Colaborador), CRISTIANO SALES PRADO (DOCENTE - Colaborador), FRANCINE OLIVEIRA SOUZA DUARTE (DISCENTE - Colaborador), MARIA IZABEL AMARAL SOUZA (DISCENTE - Colaborador), MOACIR EVANDRO LAGE (DOCENTE - Coordenador), RUI JOSÉ BRANQUINHO DE BESSA (EXTERNO - Colaborador);PENDENTE;17/04/2017;10/03/2014 a 30/08/2018;
PI0752-2014;ESCOLA DE AGRONOMIA;BASES CIENTÍFICAS E TECNOLÓGICAS PARA PLANEJAMENTO, GESTÃO E ADEQUAÇÃO DE ESTRADAS NÃO PAVIMENTADAS;Engenharias - Engenharia de Transportes - Planejamento de Transportes - Planejamento e Organização do Sistema de Transporte, Ciências Agrárias - Engenharia Agrícola - Engenharia de Água e Solo - Conservação de Solo e Água, Ciências Sociais Aplicadas - Administração - Administração Pública - Política e Planejamento Governamentais;Com Programa de Pós-graduação da UFG;não;não;ALISSON NEVES HARMYANS MOREIRA (DOCENTE - Colaborador), AURÉLIO PEREIRA DOS SANTOS (DISCENTE - Colaborador), GRACIELE FERREIRA DE OLIVEIRA (DISCENTE - Colaborador), Marcelo Tsuyoshi Haraguchi (DISCENTE - Colaborador), MAX WELL DE OLIVEIRA RABELO (EXTERNO - Colaborador), MICHIEL WICHERS (EXTERNO - Colaborador), NORI PAULO GRIEBELER (DOCENTE - Coordenador), RHERISON TYRONE SILVA ALMEIDA (DISCENTE - Colaborador), SIMONE DE ALMEIDA JÁCOMO (DISCENTE - Colaborador), THIAGO HENRIQUE ARBUES BOTELHO (DISCENTE - Colaborador), VLADIA CORRECHEL (DOCENTE - Colaborador);EM ANDAMENTO (Documentos Conferidos);11/04/2017;18/03/2014 a 15/12/2019;
PI0299-2014;UNID. ACAD. ESP/QUIMICA - CATALAO;Integrabilidade: Simetrias, Sóltions e Física Não-Perturbativa;Ciências Exatas e da Terra - Física - Física Geral - Física Clássica e Física Quântica  Mecânica e Campos;Sem Vínculo (Projeto Isolado);não;não;DOUGLAS XAVIER DE ANDRADE (DISCENTE - Colaborador), GEOVANA ALVES RIBEIRO (DISCENTE - Colaborador), IEGO FERNANDES PIRES (DISCENTE - Colaborador), MATEUS CALIXTO PEREIRA DOS SANTOS (DISCENTE - Colaborador), MAYCON KAWLIN SARDEVIST ALCANTARA E LIMA (DISCENTE - Colaborador), PAULO EDUARDO GONCALVES DE ASSIS (DOCENTE - Coordenador), RAFAEL VICTOR HELERBROCK MENDONÇA (DISCENTE - Colaborador), RENATO ALEJANDRO TINTAYA MOLLO (DISCENTE - Colaborador), ROMULO HENRIQUE AMORIM DE JESUS (DISCENTE - Colaborador);EM ANDAMENTO;14/03/2017;01/01/2014 a 31/12/2022;
PI080-2014;INSTITUTO DE QUIMICA;HIDRÓXIDOS MISTOS NANOESTRUTURADOS DE NÍQUEL, COBALTO, CÁDMIO E MANGANÊS, ESTABILIZADOS NA FASE ALFA E ASSOCIADOS COM NANOTUBOS DE CARBONO E GRAFENO: CANDIDATOS PROMISSORES À SUPERCAPACITORES;Ciências Exatas e da Terra - Química - Química Inorgânica - Físico Química Inorgânica, Ciências Exatas e da Terra - Química - Físico-Química - Eletroquímica;Sem Vínculo (Projeto Isolado);não;não;KAMILLA MORAES ALVES (DISCENTE - Colaborador), PAULO ROBERTO MARTINS (DOCENTE - Coordenador);EM ANDAMENTO (Documentos Conferidos);20/02/2017;09/04/2014 a 10/04/2024;
PI0163-2014;FACULDADE DE FARMACIA;Estudo morfo-anatômico e fitoquímico de espécies da família Lecythidaceae;Ciências Exatas e da Terra - Química - Química Orgânica - Química dos Produtos Naturais, Ciências da Saúde - Farmácia - Farmacognosia;Com Programa de Pós-graduação da UFG;não;não;ARIANE MENDONÇA KLUCZKOVSKI (EXTERNO - Colaborador), EDEMILSON CARDOSO DA CONCEICAO (DOCENTE - Colaborador), HELENO DIAS FERREIRA (DOCENTE - Colaborador), JOSE REALINO DE PAULA (DOCENTE - Colaborador), LEONICE MANRIQUE FAUSTINO TRESVENZOL (DOCENTE - Colaborador), MARIA TERESA FREITAS BARA (DOCENTE - Colaborador), PIERRE ALEXANDRE DOS SANTOS (DOCENTE - Coordenador), TATIANA DE SOUSA FIUZA (DOCENTE - Colaborador), VANDERLEI ANTONIO STEFANUTO (EXTERNO - Colaborador), VIRGINIA FARIAS ALVES (DOCENTE - Colaborador);EM ANDAMENTO (Documentos Conferidos);01/03/2017;06/01/2014 a 31/12/2019;
PI014-2014;UNID. ACAD. ESP/CIENCIAS EXATAS - JATA;SÍNTESE DE LÍQUIDOS IÔNICOS A PARTIR DE FÁRMACOS COMERCIAIS;Ciências Exatas e da Terra - Química - Química Orgânica - Síntese Orgânica;Sem Vínculo (Projeto Isolado);não;não;FABIANA MARIA RIBEIRO (DISCENTE - Colaborador), GILDIBERTO MENDONCA DE OLIVEIRA (DOCENTE - Colaborador), GIOVANNI CAVICHIOLI PETRUCELLI (DOCENTE - Colaborador), NILSON DE OLIVEIRA BRAIT NETO (DISCENTE - Colaborador), PAULO ROBERTO RODRIGUES MEIRA (DOCENTE - Colaborador), RICARDO ALEXANDRE FIGUEIREDO DE MATOS (DOCENTE - Coordenador), RICARDO SANTANA BRAGA HOCKMULLER (DISCENTE - Colaborador);FINALIZADO E AGUARDANDO PUBLICAÇÃO;13/02/2017;01/09/2014 a 31/08/2018;
PI01535-2014;UAE - DE ENGENHARIA - CATALÃO;USINAGEM DA SUPERLIGA TI-6AL-4V COM APLICAÇÃO DE LUBRIFICANTES SÓLIDOS NO TORNEAMENTO;Engenharias - Engenharia Mecânica - Processos de Fabricação - Maquinas de Usinagem e Conformação;Sem Vínculo (Projeto Isolado);não;não;ANDRE ALVES DE RESENDE (DOCENTE - Colaborador), RICARDO RIBEIRO MOURA (DOCENTE - Coordenador);FINALIZADO E AGUARDANDO PUBLICAÇÃO;25/05/2017;01/11/2014 a 10/10/2017;
PI065-2014;ESCOLA DE AGRONOMIA;FERTILIDADE DO SOLO E AVALIAÇÃO DO ESTADO NUTRICIONAL DE PLANTAS CULTIVADAS;Ciências Agrárias - Agronomia - Ciência do Solo - Fertilidade do Solo e Adubação;Com Programa de Pós-graduação da UFG;não;não;ADAO WAGNER PEGO EVANGELISTA (DOCENTE - Colaborador), ALINE FRANCIEL DE ANDRADE (DISCENTE - Colaborador), AMANDA MAGALHÃES BUENO (DISCENTE - Colaborador), AMANDA SASAMOTO ARAGAO (DISCENTE - Colaborador), ANA CARLA ALVES DOS SANTOS (DISCENTE - Colaborador), CARLOS ROBERTO SETTE JUNIOR (DOCENTE - Colaborador), DERBLAI CASAROLI (DOCENTE - Colaborador), ELIANA PAULA FERNANDES BRASIL (DOCENTE - Colaborador), GLENIO GUIMARAES SANTOS (DOCENTE - Colaborador), IZABELA FONSECA TEODORO (DISCENTE - Colaborador), JOSE ALVES JUNIOR (DOCENTE - Colaborador), JOSE ERNESTO NIGRI SANTOS SILVA (DISCENTE - Colaborador), JUAREZ PATRICIO DE OLIVEIRA JUNIOR (DOCENTE - Colaborador), KAROLINY ZARRETA SANTOS FREIRE (DISCENTE - Colaborador), KLAUS DE OLIVEIRA ABDALA (DOCENTE - Colaborador), LARISSA GONÇALVES SILVA (DISCENTE - Colaborador), LEONARDO SANTOS COLLIER (DOCENTE - Colaborador), LUIS CARLOS CUNHA JUNIOR (DOCENTE - Colaborador), LUIZ EDUARDO VIEGAS MOLKE (DISCENTE - Colaborador), MARCIO MESQUITA (DOCENTE - Colaborador), MARCO AURÉLIO GOMES JÚNIOR (DISCENTE - Colaborador), MIGUEL TIAGO DA SILVA JUNIOR (DISCENTE - Colaborador), NICOLAS GOMES PEDREIRA (DISCENTE - Colaborador), PATRICIA PINHEIRO DA CUNHA (DOCENTE - Colaborador), RENATO DE MELLO PRADO (EXTERNO - Colaborador), RENATO VIEIRA COSTA (DISCENTE - Colaborador), RILNER ALVES FLORES (DOCENTE - Coordenador), SARAH STEFAISK MACHADO (DISCENTE - Colaborador), THAIS QUEIROZ DO NASCIMENTO (DISCENTE - Colaborador), VIRGINIA DAMIN (DOCENTE - Colaborador), VITOR MACEDO LIMA (DISCENTE - Colaborador), VLADIA CORRECHEL (DOCENTE - Colaborador), WILSON MOZENA LEANDRO (DOCENTE - Colaborador);EM ANDAMENTO (Documentos Conferidos);18/02/2017;23/06/2014 a 31/12/2022;
PI01075-2014;UNID. ACAD. ESP/GEOGRAFIA - CATALAO;GEOPOLÍTICA E DESENVOLVIMENTO DO BRASIL:  América do Sul, BRICS e EUA em questão  ;Ciências Humanas - Geografia - Geografia Humana - Geografia Política;Sem Vínculo (Projeto Isolado);não;não;GILMAR ALVES DE AVELAR (DOCENTE - Vice-coodernador), JEAN SILVEIRA DOS SANTOS (DISCENTE - Colaborador), RONALDO DA SILVA (DOCENTE - Coordenador);EM ANDAMENTO (Documentos Conferidos);17/04/2017;23/06/2014 a 28/06/2019;
PI01353-2014;UNID. ACAD. ESP/BIOTECNOLOGIA - CATALA;ANALISE DA ATENÇÃO EM SAÚDE MENTAL E CONSTITUIÇÃO DA REDE NO SISTEMA ÚNICO DE  SAÚDE NO SUDESTE GOIANO;Ciências da Saúde - Enfermagem - Enfermagem Psiquiátrica;Com Programa de Pós-graduação da UFG;não;sim;CAMILA BORGES RAMOS (DISCENTE - Colaborador), ERNESTINA MARIA DA SILVA NETA (DISCENTE - Colaborador), GABRIELLA NUNES (DISCENTE - Colaborador), HENRIQUE SENNA DINIZ PINTO (DOCENTE - Colaborador), IVANIA VERA (DOCENTE - Vice-coodernador), JANAINA BARBOSA SANTIAGO (DISCENTE - Colaborador), KAMYLLA GUEDES DE SENA (DISCENTE - Colaborador), KARINE SILVA BILIU (DISCENTE - Colaborador), LUCAS BARROS DE ARAUJO (DISCENTE - Colaborador), MARIANA FERREIRA RAMALHO (DISCENTE - Vice-coodernador), MOISES FERNANDES LEMOS (DOCENTE - Colaborador), PAULO ALEXANDRE DE CASTRO (DOCENTE - Colaborador), RODOLFO PEREIRA DE BRITO (DISCENTE - Colaborador), ROSELMA LUCCHESE (DOCENTE - Coordenador);FINALIZADO E AGUARDANDO PUBLICAÇÃO;16/05/2017;01/04/2014 a 20/12/2017;
;FACULDADE DE MEDICINA;Preditores de Qualidade de Vida e Capacidade Funcional em Portadores de Insuficiência Cardíaca Crônica: Análise Multivariada;Ciências da Saúde - Fisioterapia e Terapia Ocupacional;Com Programa de Pós-graduação da UFG;não;sim;ADRIANA MÁRCIA MONTEIRO FANTINATI (EXTERNO - Colaborador), CAROLYNA DE SOUSA CARVALHO (DISCENTE - Colaborador), ELIZABETH RODRIGUES DE MORAIS (DISCENTE - Colaborador), LAIS EUQUERES (EXTERNO - Colaborador), MARCO ANTÔNIO BASSO FILHO (EXTERNO - Colaborador), SALVADOR RASSI (DOCENTE - Coordenador);GRAVADO;22/08/2017;01/01/2014 a 01/01/2018;
PI01606-2014;FACULDADE DE MEDICINA;Adesão ao tratamento medicamentoso em pacientes com Insuficiência Cardíaca;Ciências da Saúde - Farmácia - Análise e Controle de Medicamentos;Com Programa de Pós-graduação da UFG;não;sim;ELIS MARRA DA MADEIRA FREITAS (DISCENTE - Colaborador), SALVADOR RASSI (DOCENTE - Coordenador);PENDENTE;04/07/2017;01/04/2014 a 31/12/2017;
PI01355-2014;FACULDADE DE ARTES VISUAIS;O devaneio do limite. Posturas e representações extremas do corpo contemporâneo;Lingüística, Letras e Artes - Artes - Fotografia;Com Programa de Pós-graduação da UFG;não;não;ANNA BEHATRIZ ALVES DE AZEVÊDO (DISCENTE - Colaborador), BENEDITO FERREIRA DOS SANTOS NETO (DISCENTE - Colaborador), HÉLIO BATISTA DE OLIVEIRA JÚNIOR (DISCENTE - Colaborador), SAMUEL JOSE GILBERT DE JESUS (DOCENTE - Coordenador);FINALIZADO E AGUARDANDO PUBLICAÇÃO;16/05/2017;16/06/2014 a 31/07/2017;
PI0762-2014;INSTITUTO DE INFORMATICA;Aplicação de Técnicas de Computação Ubíqua, Arquitetura de Software e Inteligência Computacional no Contexto do Monitoramento de Pacientes Domiciliares;Ciências Exatas e da Terra - Ciência da Computação - Metodologia e Técnicas da Computação - Engenharia de Software, Ciências Exatas e da Terra - Ciência da Computação - Sistemas de Computação - Arquitetura de Sistemas de Computação;Tipo de vínculo desconhecido;não;não;DOUGLAS BATTISTI (DISCENTE - Colaborador), ELISEU GERMANO DA SILVA (DISCENTE - Colaborador), FLÁVIA PIMENTA DOURADO FRANÇA (DISCENTE - Colaborador), JULIANA PEREIRA DE SOUZA ZINADER (DOCENTE - Colaborador), LUMA WANDERLEY DE OLIVEIRA (DISCENTE - Colaborador), MARCOS ALVES VIEIRA (DISCENTE - Colaborador), MATHEUS DA SILVA RODRIGUES (DISCENTE - Colaborador), NATÁLIA RODRIGUES JUNQUEIRA (DISCENTE - Colaborador), SERGIO TEIXEIRA DE CARVALHO (DOCENTE - Coordenador);EM ANDAMENTO (Documentos Conferidos);11/04/2017;09/09/2014 a 31/12/2020;
PI01067-2014;CENTRO DE ENSINO E PESQUISA APLICADA A EDUCACAO;A leitura de poesia em aulas de Francês Língua Estrangeira (FLE): uma  experiência estética.   ;Lingüística, Letras e Artes - Letras - Literaturas Estrangeiras Modernas;Sem Vínculo (Projeto Isolado);não;não;ALEXANDRA ALMEIDA DE OLIVEIRA (DOCENTE - Colaborador), DÉBORA LUCAS DUARTE (DISCENTE - Colaborador), JAKELLINE PRADO SANTOS (DISCENTE - Colaborador), NEWTON FREIRE MURCE FILHO (DOCENTE - Colaborador), SILVANA MATIAS FREIRE (DOCENTE - Coordenador), SIRLENE TEREZINHA DE OLIVEIRA (DOCENTE - Colaborador), THALES RODRIGO VIEIRA (DOCENTE - Colaborador);EM ANDAMENTO;17/04/2017;13/03/2014 a 30/12/2021;
;FACULDADE DE HISTORIA;Diagnóstico do interior do Brasil: saúde e doenças em de Goiás de 1823 a 1916  ;Ciências Humanas - História - História do Brasil;Sem Vínculo (Projeto Isolado);não;não;SONIA MARIA DE MAGALHAES (DOCENTE - Coordenador);GRAVADO;08/07/2017;08/07/2014 a 09/07/2018;
PI038-2014;INSTITUTO DE INFORMATICA;ESTUDO E APLICAÇÃO DE ENGENHARIA REVERSA NO CTS DO INF/UFG;Ciências Exatas e da Terra - Ciência da Computação - Metodologia e Técnicas da Computação - Engenharia de Software;Sem Vínculo (Projeto Isolado);não;não;EDMUNDO SERGIO SPOTO (DOCENTE - Colaborador), RENATO DE FREITAS BULCAO NETO (DOCENTE - Colaborador), TACIANA NOVO KUDO (DOCENTE - Coordenador);FINALIZADO E AGUARDANDO PUBLICAÇÃO;15/02/2017;01/03/2014 a 31/01/2018;
PI0122-2014;INSTITUTO DE CIENCIAS BIOLOGICAS;ESTUDO MORFOANATÔMICO, FARMACOGNÓSTICO, FITOQUÍMICO E AVALIAÇÃO DAS ATIVIDADES BIOLÓGICA E TOXICOLÓGICA DE ESPÉCIES DA FAMÍLIA MELASTOMATACEAE;Ciências da Saúde - Farmácia - Farmacognosia;Sem Vínculo (Projeto Isolado);não;não;HELENO DIAS FERREIRA (DOCENTE - Colaborador), JOSE REALINO DE PAULA (DOCENTE - Colaborador), LEONICE MANRIQUE FAUSTINO TRESVENZOL (DOCENTE - Colaborador), LUCIANA UCHÔA TOMÉ (DISCENTE - Colaborador), MARIA TERESA FREITAS BARA (DOCENTE - Colaborador), PATRICIA HELENA NUNES (DISCENTE - Colaborador), PIERRE ALEXANDRE DOS SANTOS (DOCENTE - Vice-coodernador), TATIANA DE SOUSA FIUZA (DOCENTE - Coordenador), TATIANE MENDONÇA DA SILVA (DISCENTE - Colaborador), VIRGINIA FARIAS ALVES (DOCENTE - Colaborador), WADSON DA COSTA FARIAS (DISCENTE - Colaborador);EM ANDAMENTO (Documentos Conferidos);23/02/2017;06/02/2014 a 31/12/2022;
